2025-09-08 15:05:18.701 [restartedMain] INFO  c.r.w.WitChallengeApplication - Starting WitChallengeApplication using Java 22.0.2 with PID 25448 (C:\Users\Administrator\Downloads\wit-challenge\target\classes started by Administrator in C:\Users\Administrator\Downloads\wit-challenge)
2025-09-08 15:10:26.759 [kafka-producer-network-thread | wit-challenge-producer-1] WARN  o.apache.kafka.clients.NetworkClient - [Producer clientId=wit-challenge-producer-1] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:10:27.274 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:10:27.275 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:10:27.818 [kafka-producer-network-thread | wit-challenge-producer-1] WARN  o.apache.kafka.clients.NetworkClient - [Producer clientId=wit-challenge-producer-1] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:10:27.818 [kafka-producer-network-thread | wit-challenge-producer-1] WARN  o.apache.kafka.clients.NetworkClient - [Producer clientId=wit-challenge-producer-1] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:10:28.344 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:10:28.344 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:10:28.839 [kafka-producer-network-thread | wit-challenge-producer-1] WARN  o.apache.kafka.clients.NetworkClient - [Producer clientId=wit-challenge-producer-1] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:10:28.840 [kafka-producer-network-thread | wit-challenge-producer-1] WARN  o.apache.kafka.clients.NetworkClient - [Producer clientId=wit-challenge-producer-1] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:10:29.394 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:10:29.395 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:10:29.755 [kafka-producer-network-thread | wit-challenge-producer-1] WARN  o.apache.kafka.clients.NetworkClient - [Producer clientId=wit-challenge-producer-1] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:10:29.755 [kafka-producer-network-thread | wit-challenge-producer-1] WARN  o.apache.kafka.clients.NetworkClient - [Producer clientId=wit-challenge-producer-1] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:10:30.467 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:10:30.468 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:10:30.857 [kafka-producer-network-thread | wit-challenge-producer-1] WARN  o.apache.kafka.clients.NetworkClient - [Producer clientId=wit-challenge-producer-1] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:10:30.858 [kafka-producer-network-thread | wit-challenge-producer-1] WARN  o.apache.kafka.clients.NetworkClient - [Producer clientId=wit-challenge-producer-1] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:10:31.588 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:10:31.588 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:10:31.898 [kafka-producer-network-thread | wit-challenge-producer-1] WARN  o.apache.kafka.clients.NetworkClient - [Producer clientId=wit-challenge-producer-1] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:10:31.899 [kafka-producer-network-thread | wit-challenge-producer-1] WARN  o.apache.kafka.clients.NetworkClient - [Producer clientId=wit-challenge-producer-1] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:10:32.657 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:10:32.658 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:10:32.955 [kafka-producer-network-thread | wit-challenge-producer-1] WARN  o.apache.kafka.clients.NetworkClient - [Producer clientId=wit-challenge-producer-1] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:10:32.955 [kafka-producer-network-thread | wit-challenge-producer-1] WARN  o.apache.kafka.clients.NetworkClient - [Producer clientId=wit-challenge-producer-1] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:10:33.302 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.s.k.l.KafkaMessageListenerContainer - test-group: Consumer stopped
2025-09-08 15:10:33.307 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-09-08 15:10:34.054 [kafka-producer-network-thread | wit-challenge-producer-1] WARN  o.apache.kafka.clients.NetworkClient - [Producer clientId=wit-challenge-producer-1] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:10:34.054 [kafka-producer-network-thread | wit-challenge-producer-1] WARN  o.apache.kafka.clients.NetworkClient - [Producer clientId=wit-challenge-producer-1] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:10:35.112 [kafka-producer-network-thread | wit-challenge-producer-1] WARN  o.apache.kafka.clients.NetworkClient - [Producer clientId=wit-challenge-producer-1] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:10:35.112 [kafka-producer-network-thread | wit-challenge-producer-1] WARN  o.apache.kafka.clients.NetworkClient - [Producer clientId=wit-challenge-producer-1] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:10:36.030 [kafka-producer-network-thread | wit-challenge-producer-1] WARN  o.apache.kafka.clients.NetworkClient - [Producer clientId=wit-challenge-producer-1] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:10:36.030 [kafka-producer-network-thread | wit-challenge-producer-1] WARN  o.apache.kafka.clients.NetworkClient - [Producer clientId=wit-challenge-producer-1] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:10:37.120 [kafka-producer-network-thread | wit-challenge-producer-1] WARN  o.apache.kafka.clients.NetworkClient - [Producer clientId=wit-challenge-producer-1] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:10:37.120 [kafka-producer-network-thread | wit-challenge-producer-1] WARN  o.apache.kafka.clients.NetworkClient - [Producer clientId=wit-challenge-producer-1] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:10:38.216 [kafka-producer-network-thread | wit-challenge-producer-1] WARN  o.apache.kafka.clients.NetworkClient - [Producer clientId=wit-challenge-producer-1] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:10:38.217 [kafka-producer-network-thread | wit-challenge-producer-1] WARN  o.apache.kafka.clients.NetworkClient - [Producer clientId=wit-challenge-producer-1] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:10:56.411 [restartedMain] INFO  c.r.w.WitChallengeApplication - Starting WitChallengeApplication using Java 22.0.2 with PID 8808 (C:\Users\Administrator\Downloads\wit-challenge\target\classes started by Administrator in C:\Users\Administrator\Downloads\wit-challenge)
2025-09-08 15:10:56.413 [restartedMain] DEBUG c.r.w.WitChallengeApplication - Running with Spring Boot v3.5.5, Spring v6.2.10
2025-09-08 15:10:56.415 [restartedMain] INFO  c.r.w.WitChallengeApplication - No active profile set, falling back to 1 default profile: "default"
2025-09-08 15:10:56.459 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-09-08 15:10:56.459 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-09-08 15:10:57.351 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-09-08 15:10:57.368 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-09-08 15:10:57.368 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.44]
2025-09-08 15:10:57.447 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-09-08 15:10:57.447 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 987 ms
2025-09-08 15:10:57.561 [restartedMain] INFO  c.renato.wit_challenge.KafkaProducer - KafkaProducer initialized successfully
2025-09-08 15:10:57.863 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-09-08 15:10:57.928 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-09-08 15:10:58.180 [restartedMain] INFO  c.r.w.WitChallengeApplication - Started WitChallengeApplication in 2.419 seconds (process running for 2.803)
2025-09-08 15:10:58.531 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:10:58.532 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:10:58.730 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:10:58.730 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:10:58.901 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:10:58.902 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:10:59.195 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:10:59.197 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:10:59.769 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:10:59.770 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:11:00.700 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:11:00.700 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:11:01.800 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:11:01.801 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:11:02.810 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:11:02.810 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:11:03.885 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:11:03.885 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:11:04.968 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:11:04.968 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:11:06.026 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:11:06.027 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:11:07.093 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:11:07.093 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:11:08.199 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:11:08.200 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:11:09.276 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:11:09.276 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:11:10.342 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:11:10.343 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:11:11.397 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:11:11.398 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:11:12.333 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:11:12.334 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:11:13.361 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:11:13.362 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:11:14.233 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:11:14.233 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:11:15.287 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:11:15.287 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:11:16.264 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:11:16.264 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:11:16.928 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.s.k.l.KafkaMessageListenerContainer - test-group: Consumer stopped
2025-09-08 15:11:16.930 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-09-08 15:11:16.951 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2025-09-08 15:13:58.880 [restartedMain] INFO  c.r.w.WitChallengeApplication - Starting WitChallengeApplication using Java 22.0.2 with PID 25068 (C:\Users\Administrator\Downloads\wit-challenge\target\classes started by Administrator in C:\Users\Administrator\Downloads\wit-challenge)
2025-09-08 15:13:58.882 [restartedMain] DEBUG c.r.w.WitChallengeApplication - Running with Spring Boot v3.5.5, Spring v6.2.10
2025-09-08 15:13:58.882 [restartedMain] INFO  c.r.w.WitChallengeApplication - No active profile set, falling back to 1 default profile: "default"
2025-09-08 15:13:58.931 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-09-08 15:13:58.931 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-09-08 15:13:59.794 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-09-08 15:13:59.810 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-09-08 15:13:59.810 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.44]
2025-09-08 15:13:59.852 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-09-08 15:13:59.854 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 923 ms
2025-09-08 15:13:59.966 [restartedMain] INFO  c.renato.wit_challenge.KafkaProducer - KafkaProducer initialized successfully
2025-09-08 15:14:00.267 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-09-08 15:14:00.330 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-09-08 15:14:00.584 [restartedMain] INFO  c.r.w.WitChallengeApplication - Started WitChallengeApplication in 2.339 seconds (process running for 2.736)
2025-09-08 15:14:00.922 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:14:00.923 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:14:01.090 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:14:01.090 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:14:01.258 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:14:01.259 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:14:01.507 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:14:01.507 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:14:01.954 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-09-08 15:14:01.954 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2025-09-08 15:14:02.927 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-test-group-1, groupId=test-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
